"pagename","projectcode","year","month","day","hour","bytes","pageviews","rawTokens","tokens","hour_rank"
hovedside,no,2010,01,05,09,77434146,5027,WrappedArray(hovedsid),WrappedArray(hovedsid),45
casey johnson,en,2010,01,05,09,49363221,5020,"WrappedArray(casey, johnson)","WrappedArray(casey, johnson)",46
special search,ru,2010,01,05,09,23544955,4978,"WrappedArray(special, search)","WrappedArray(special, search)",47
script kiddie,en,2010,01,05,09,118378769,4876,"WrappedArray(script, kiddi)","WrappedArray(script, kiddi)",48
burdsch chalifa,de,2010,01,05,09,159794954,4839,"WrappedArray(burdsch, chalifa)","WrappedArray(burdsch, chalifa)",49
search,ru,2010,01,05,09,22186579,4824,WrappedArray(search),WrappedArray(search),50
portal huvudsida,sv,2010,01,05,09,73164548,4287,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",51
special search,es,2010,01,05,09,26575371,4224,"WrappedArray(special, search)","WrappedArray(special, search)",52
wikipedia,zh,2010,01,05,09,67719432,4208,WrappedArray(wikipedia),WrappedArray(wikipedia),53
speciale ricerca,it,2010,01,05,09,17750544,4119,"WrappedArray(special, ricerca)","WrappedArray(special, ricerca)",54
one piece,ja,2010,01,05,09,55354789,4073,"WrappedArray(one, piec)",WrappedArray(piec),55
3,ja,2010,01,05,09,28910398,4061,WrappedArray(),WrappedArray(),56
list of tallest buildings and structures in the world,en,2010,01,05,09,154176337,4032,"WrappedArray(list, of, tallest, build, and, structur, in, the, world)","WrappedArray(list, tallest, build, structur, world)",57
whatlinkshere,ru,2010,01,05,09,315753,3824,WrappedArray(whatlinksher),WrappedArray(whatlinksher),58
special search,nl,2010,01,05,09,22460139,3785,"WrappedArray(special, search)","WrappedArray(special, search)",59
recentchangeslinked,ru,2010,01,05,09,248805,3713,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),60
wikipedia etusivu,fi,2010,01,05,09,45748234,3679,"WrappedArray(wikipedia, etusivu)","WrappedArray(wikipedia, etusivu)",61
wiki,en,2010,01,05,09,107507882,3676,WrappedArray(wiki),WrappedArray(wiki),62
tila tequila,en,2010,01,05,09,104554399,3508,"WrappedArray(tila, tequila)","WrappedArray(tila, tequila)",63
"",ka,2010,01,05,09,3675931,3483,WrappedArray(),WrappedArray(),64
"",ru.d,2010,01,05,09,1501710,3436,WrappedArray(),WrappedArray(),65
"",hi,2010,01,05,09,3223640,3340,WrappedArray(),WrappedArray(),66
mod lisation cin matique des m canismes,fr,2010,01,05,09,1372616,3337,"WrappedArray(mod, lisat, cin, matiqu, de, canism)","WrappedArray(mod, lisat, cin, matiqu, canism)",67
special export man or astro man,en,2010,01,05,09,8302776,3325,"WrappedArray(special, export, man, or, astro, man)","WrappedArray(special, export, man, astro, man)",68
"",he.s,2010,01,05,09,1820345,3323,WrappedArray(),WrappedArray(),69
special search,it,2010,01,05,09,20865458,3283,"WrappedArray(special, search)","WrappedArray(special, search)",70
nieder sterreich,de,2010,01,05,09,1807669,3236,"WrappedArray(nieder, sterreich)","WrappedArray(nieder, sterreich)",71
ana sayfa,tr,2010,01,05,09,62457618,3039,"WrappedArray(ana, sayfa)","WrappedArray(ana, sayfa)",72
special search,ja,2010,01,05,09,11112533,3010,"WrappedArray(special, search)","WrappedArray(special, search)",73
file burjdubaiheight svg,en,2010,01,05,09,31633170,2801,"WrappedArray(file, burjdubaiheight, svg)","WrappedArray(file, burjdubaiheight, svg)",74
special search,zh,2010,01,05,09,20790862,2740,"WrappedArray(special, search)","WrappedArray(special, search)",75
"",mk,2010,01,05,09,866860,2721,WrappedArray(),WrappedArray(),76
"",ja.d,2010,01,05,09,1619847,2711,WrappedArray(),WrappedArray(),77
liste der h chsten bauwerke der welt,de,2010,01,05,09,84137192,2676,"WrappedArray(list, der, chsten, bauwerk, der, welt)","WrappedArray(list, der, chsten, bauwerk, der, welt)",78
category,zh,2010,01,05,09,1444358,2630,WrappedArray(categori),WrappedArray(categori),79
special recherche,fr,2010,01,05,09,7658731,2472,"WrappedArray(special, recherch)","WrappedArray(special, recherch)",80
kezd lap,hu,2010,01,05,09,61547074,2424,"WrappedArray(kezd, lap)","WrappedArray(kezd, lap)",81
sp cial page au hasard,fr,2010,01,05,09,1654497,2424,"WrappedArray(sp, cial, page, au, hasard)","WrappedArray(sp, cial, page, au, hasard)",81
special watchlist,en,2010,01,05,09,70313168,2421,"WrappedArray(special, watchlist)","WrappedArray(special, watchlist)",82
"",mr,2010,01,05,09,1138636,2402,WrappedArray(),WrappedArray(),83
1,ja,2010,01,05,09,2723962,2392,WrappedArray(),WrappedArray(),84
av,ja,2010,01,05,09,107710058,2390,WrappedArray(av),WrappedArray(av),85
nhk,ja,2010,01,05,09,17585762,2382,WrappedArray(nhk),WrappedArray(nhk),86
portal,ja,2010,01,05,09,91209271,2321,WrappedArray(portal),WrappedArray(portal),87
http 404,en,2010,01,05,09,12449123,2312,"WrappedArray(http, 404)","WrappedArray(http, 404)",88
lady gaga,en,2010,01,05,09,76370349,2293,"WrappedArray(ladi, gaga)","WrappedArray(ladi, gaga)",89
"",ta,2010,01,05,09,2098037,2262,WrappedArray(),WrappedArray(),90
avatar,en,2010,01,05,09,78616855,2247,WrappedArray(avatar),WrappedArray(avatar),91
tigerpython,de,2010,01,05,09,147858097,2205,WrappedArray(tigerpython),WrappedArray(tigerpython),92
twitter,ja,2010,01,05,09,52555115,2119,WrappedArray(twitter),WrappedArray(twitter),93
4,ja,2010,01,05,09,3727815,2114,WrappedArray(),WrappedArray(),94
special,zh,2010,01,05,09,1493626,2073,WrappedArray(special),WrappedArray(special),95
5 januar,de,2010,01,05,09,117344111,2035,WrappedArray(januar),WrappedArray(januar),96
p gina principal,pt,2010,01,05,09,29367942,2004,"WrappedArray(gina, princip)","WrappedArray(gina, princip)",97
akb48,ja,2010,01,05,09,102453315,1977,WrappedArray(akb48),WrappedArray(akb48),98
alfred dreyfus,de,2010,01,05,09,43322339,1977,"WrappedArray(alfr, dreyfu)","WrappedArray(alfr, dreyfu)",98
"",zh-yue,2010,01,05,09,2537390,1943,WrappedArray(),WrappedArray(),99
spezial beobachtungsliste,de,2010,01,05,09,69974441,1942,"WrappedArray(spezial, beobachtungslist)","WrappedArray(spezial, beobachtungslist)",100
burj dubai,de,2010,01,05,09,54479031,1927,"WrappedArray(burj, dubai)","WrappedArray(burj, dubai)",101
justin bieber,en,2010,01,05,09,38166097,1871,"WrappedArray(justin, bieber)","WrappedArray(justin, bieber)",102
special autologin,en.b,2010,01,05,09,8915565,1840,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",103
special autologin,en.d,2010,01,05,09,5114016,1829,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",104
special autologin,meta.m,2010,01,05,09,3116873,1825,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",105
special autologin,en.s,2010,01,05,09,3780150,1822,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",106
special autologin,en.n,2010,01,05,09,3987915,1820,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",107
brazilian battleship minas geraes,en,2010,01,05,09,59341076,1811,"WrappedArray(brazilian, battleship, mina, gera)","WrappedArray(brazilian, battleship, mina, gera)",108
special autologin,en.v,2010,01,05,09,2705062,1810,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",109
special autologin,en.q,2010,01,05,09,3558304,1809,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",110
special autologin,www.w,2010,01,05,09,3552177,1806,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",111
burg crest,de,2010,01,05,09,24532689,1802,"WrappedArray(burg, crest)","WrappedArray(burg, crest)",112
special autologin,species.m,2010,01,05,09,3762102,1795,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",113
specjalna szukaj,pl,2010,01,05,09,6185426,1795,"WrappedArray(specjalna, szukaj)","WrappedArray(specjalna, szukaj)",113
special autologin,commons.m,2010,01,05,09,3512954,1786,"WrappedArray(special, autologin)","WrappedArray(special, autologin)",114
forside,da,2010,01,05,09,33885980,1784,WrappedArray(forsid),WrappedArray(forsid),115
kesha singer,en,2010,01,05,09,34452174,1762,"WrappedArray(kesha, singer)","WrappedArray(kesha, singer)",116
deaths in 2010,en,2010,01,05,09,22846469,1761,"WrappedArray(death, in, 2010)","WrappedArray(death, 2010)",117
google,en,2010,01,05,09,146963359,1741,WrappedArray(googl),WrappedArray(googl),118
bret hart,en,2010,01,05,09,126781990,1739,"WrappedArray(bret, hart)","WrappedArray(bret, hart)",119
special geolite,meta.m,2010,01,05,09,1406129,1709,"WrappedArray(special, geolit)","WrappedArray(special, geolit)",120
dubai,en,2010,01,05,09,126127472,1703,WrappedArray(dubai),WrappedArray(dubai),121
toiminnot satunnainen sivu,fi,2010,01,05,09,1146239,1662,"WrappedArray(toiminnot, satunnainen, sivu)","WrappedArray(toiminnot, satunnainen, sivu)",122
halaman utama,id,2010,01,05,09,25004451,1634,"WrappedArray(halaman, utama)","WrappedArray(halaman, utama)",123
file burj dubai dubai3214 jpg,en,2010,01,05,09,20588568,1626,"WrappedArray(file, burj, dubai, dubai3214, jpg)","WrappedArray(file, burj, dubai, dubai3214, jpg)",124
list of highest grossing films,en,2010,01,05,09,110786092,1601,"WrappedArray(list, of, highest, gross, film)","WrappedArray(list, highest, gross, film)",125
diether krebs,de,2010,01,05,09,27680977,1597,"WrappedArray(diether, kreb)","WrappedArray(diether, kreb)",126
burj dubai,pl,2010,01,05,09,31173561,1573,"WrappedArray(burj, dubai)","WrappedArray(burj, dubai)",127
whatlinkshere,uk,2010,01,05,09,258115,1557,WrappedArray(whatlinksher),WrappedArray(whatlinksher),128
file burj khalifaz jpg,en,2010,01,05,09,13787406,1541,"WrappedArray(file, burj, khalifaz, jpg)","WrappedArray(file, burj, khalifaz, jpg)",129
facebook,en,2010,01,05,09,135540730,1534,WrappedArray(facebook),WrappedArray(facebook),130
2009,ru,2010,01,05,09,15208406,1525,WrappedArray(2009),WrappedArray(2009),131
"",el.d,2010,01,05,09,712957,1524,WrappedArray(),WrappedArray(),132
speciaal zoeken,nl,2010,01,05,09,8613877,1500,"WrappedArray(speciaal, zoeken)","WrappedArray(speciaal, zoeken)",133
portal technik,de,2010,01,05,09,16531507,1490,"WrappedArray(portal, technik)","WrappedArray(portal, technik)",134
wiktionary main page,en.d,2010,01,05,09,56438047,1468,"WrappedArray(wiktionari, main, page)","WrappedArray(wiktionari, main, page)",135
"",te,2010,01,05,09,786166,1462,WrappedArray(),WrappedArray(),136
"",ml,2010,01,05,09,2605975,1437,WrappedArray(),WrappedArray(),137
"",ru.s,2010,01,05,09,699707,1433,WrappedArray(),WrappedArray(),138
youtube,en,2010,01,05,09,72797565,1416,WrappedArray(youtub),WrappedArray(youtub),139
naruto,ja,2010,01,05,09,12025218,1411,WrappedArray(naruto),WrappedArray(naruto),140
wei russland,de,2010,01,05,09,1961894,1401,"WrappedArray(wei, russland)","WrappedArray(wei, russland)",141
list of heroes episodes,en,2010,01,05,09,65949799,1397,"WrappedArray(list, of, hero, episod)","WrappedArray(list, hero, episod)",142
sex,en,2010,01,05,09,36358419,1397,WrappedArray(sex),WrappedArray(sex),142
recentchangeslinked,uk,2010,01,05,09,132638,1392,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),143
ararat anomalie,de,2010,01,05,09,16688122,1383,"WrappedArray(ararat, anomali)","WrappedArray(ararat, anomali)",144
heroes tv series,en,2010,01,05,09,109489850,1378,"WrappedArray(hero, tv, seri)","WrappedArray(hero, tv, seri)",145
operation moses,de,2010,01,05,09,16133943,1374,"WrappedArray(oper, mose)","WrappedArray(oper, mose)",146
main page,commons.m,2010,01,05,09,31602954,1366,"WrappedArray(main, page)","WrappedArray(main, page)",147
"",ru.q,2010,01,05,09,1805737,1345,WrappedArray(),WrappedArray(),148
2,ru,2010,01,05,09,2394855,1344,WrappedArray(),WrappedArray(),149
"",tg,2010,01,05,09,336442,1342,WrappedArray(),WrappedArray(),150
ii,ja,2010,01,05,09,6271755,1334,WrappedArray(ii),WrappedArray(ii),151
5,ja,2010,01,05,09,5065870,1328,WrappedArray(),WrappedArray(),152
3 idiots,en,2010,01,05,09,34789425,1327,WrappedArray(idiot),WrappedArray(idiot),153
yemen,en,2010,01,05,09,84799309,1312,WrappedArray(yemen),WrappedArray(yemen),154
file burj dubai 20090916 jpg,en,2010,01,05,09,19517406,1303,"WrappedArray(file, burj, dubai, 20090916, jpg)","WrappedArray(file, burj, dubai, 20090916, jpg)",155
fc,ja,2010,01,05,09,8523690,1279,WrappedArray(fc),WrappedArray(fc),156
special search,id,2010,01,05,09,5837494,1266,"WrappedArray(special, search)","WrappedArray(special, search)",157
x,ja,2010,01,05,09,6386828,1263,WrappedArray(),WrappedArray(),158
jeff hardy,en,2010,01,05,09,71485438,1262,"WrappedArray(jeff, hardi)","WrappedArray(jeff, hardi)",159
united states,en,2010,01,05,09,191833719,1254,"WrappedArray(unit, state)","WrappedArray(unit, state)",160
"",bn,2010,01,05,09,1749946,1248,WrappedArray(),WrappedArray(),161
paranormal activity film,en,2010,01,05,09,31486045,1245,"WrappedArray(paranorm, activ, film)","WrappedArray(paranorm, activ, film)",162
2010,ja,2010,01,05,09,17784216,1232,WrappedArray(2010),WrappedArray(2010),163
xiii,ja,2010,01,05,09,30713808,1217,WrappedArray(xiii),WrappedArray(xiii),164
special export,en,2010,01,05,09,167192239,1208,"WrappedArray(special, export)","WrappedArray(special, export)",165
2009,ja,2010,01,05,09,21451747,1202,WrappedArray(2009),WrappedArray(2009),166
how i met your mother,en,2010,01,05,09,25272527,1194,"WrappedArray(how, met, your, mother)","WrappedArray(met, mother)",167
taipei 101,en,2010,01,05,09,46499382,1187,"WrappedArray(taipei, 101)","WrappedArray(taipei, 101)",168
burj chalifa,de,2010,01,05,09,38807504,1184,"WrappedArray(burj, chalifa)","WrappedArray(burj, chalifa)",169
united arab emirates,en,2010,01,05,09,129709943,1178,"WrappedArray(unit, arab, emir)","WrappedArray(unit, arab, emir)",170
jr,ja,2010,01,05,09,4966462,1171,WrappedArray(jr),WrappedArray(jr),171
heilige drei k nige,de,2010,01,05,09,29387335,1165,"WrappedArray(heilig, drei, nige)","WrappedArray(heilig, drei, nige)",172
specjalna losowa strona,pl,2010,01,05,09,806522,1159,"WrappedArray(specjalna, losowa, strona)","WrappedArray(specjalna, losowa, strona)",173
"",ko.d,2010,01,05,09,456636,1148,WrappedArray(),WrappedArray(),174
lost tv series,en,2010,01,05,09,80282955,1123,"WrappedArray(lost, tv, seri)","WrappedArray(lost, tv, seri)",175
trang ch nh,vi,2010,01,05,09,22786835,1117,"WrappedArray(trang, ch, nh)","WrappedArray(trang, ch, nh)",176
"",ar.s,2010,01,05,09,1067838,1117,WrappedArray(),WrappedArray(),176
zoe salda a,en,2010,01,05,09,15431060,1110,"WrappedArray(zoe, salda)","WrappedArray(zoe, salda)",177
sherlock holmes 2009 film,en,2010,01,05,09,37624831,1110,"WrappedArray(sherlock, holm, 2009, film)","WrappedArray(sherlock, holm, 2009, film)",177
wikipedia,en,2010,01,05,09,136900542,1106,WrappedArray(wikipedia),WrappedArray(wikipedia),178
james cameron,en,2010,01,05,09,43263357,1106,"WrappedArray(jame, cameron)","WrappedArray(jame, cameron)",178
january 5,en,2010,01,05,09,49139219,1106,WrappedArray(januari),WrappedArray(januari),178
deklaracja podatkowa,pl,2010,01,05,09,8761299,1098,"WrappedArray(deklaracja, podatkowa)","WrappedArray(deklaracja, podatkowa)",179
sherlock holmes,en,2010,01,05,09,49782698,1095,"WrappedArray(sherlock, holm)","WrappedArray(sherlock, holm)",180
pagina principal,ro,2010,01,05,09,18672582,1081,"WrappedArray(pagina, princip)","WrappedArray(pagina, princip)",181
w,ja,2010,01,05,09,30778766,1079,WrappedArray(),WrappedArray(),182
portal current events,en,2010,01,05,09,55854157,1073,"WrappedArray(portal, current, event)","WrappedArray(portal, current, event)",183
random,ru,2010,01,05,09,802469,1069,WrappedArray(random),WrappedArray(random),184
i,ru,2010,01,05,09,3698028,1066,WrappedArray(),WrappedArray(),185
"",zh.s,2010,01,05,09,1328607,1061,WrappedArray(),WrappedArray(),186
stephen baldwin,en,2010,01,05,09,24429976,1056,"WrappedArray(stephen, baldwin)","WrappedArray(stephen, baldwin)",187
mall of georgia,en,2010,01,05,09,41683295,1043,"WrappedArray(mall, of, georgia)","WrappedArray(mall, georgia)",188
b hse onkelz,de,2010,01,05,09,44145311,1027,"WrappedArray(hse, onkelz)","WrappedArray(hse, onkelz)",189
daybreakers,en,2010,01,05,09,12899797,1019,WrappedArray(daybreak),WrappedArray(daybreak),190
hypertext transfer protocol,en,2010,01,05,09,20973461,1012,"WrappedArray(hypertext, transfer, protocol)","WrappedArray(hypertext, transfer, protocol)",191
2010,ru,2010,01,05,09,2041255,1002,WrappedArray(2010),WrappedArray(2010),192
special oairepository,en,2010,01,05,09,359464643,994,"WrappedArray(special, oairepositori)","WrappedArray(special, oairepositori)",193
nekrolog 2010,de,2010,01,05,09,12087180,986,"WrappedArray(nekrolog, 2010)","WrappedArray(nekrolog, 2010)",194
glee tv series,en,2010,01,05,09,50312316,986,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",194
india,en,2010,01,05,09,111434965,966,WrappedArray(india),WrappedArray(india),195
"",ja.b,2010,01,05,09,1172738,963,WrappedArray(),WrappedArray(),196
global warming,en,2010,01,05,09,77293883,959,"WrappedArray(global, warm)","WrappedArray(global, warm)",197
speciaal willekeurig,nl,2010,01,05,09,634675,958,"WrappedArray(speciaal, willekeurig)","WrappedArray(speciaal, willekeurig)",198
24,ja,2010,01,05,09,10737120,950,WrappedArray(24),WrappedArray(24),199
sam worthington,en,2010,01,05,09,9971249,948,"WrappedArray(sam, worthington)","WrappedArray(sam, worthington)",200
"",ja,2009,12,04,08,1195758001,1509931,WrappedArray(),WrappedArray(),1
"",ru,2009,12,04,08,627630706,366728,WrappedArray(),WrappedArray(),2
special search,en,2009,12,04,08,729398050,198730,"WrappedArray(special, search)","WrappedArray(special, search)",3
main page,en,2009,12,04,08,2686036704,155617,"WrappedArray(main, page)","WrappedArray(main, page)",4
"",zh,2009,12,04,08,6367697,100387,WrappedArray(),WrappedArray(),5
404 error,en,2009,12,04,08,252688635,90655,"WrappedArray(404, error)","WrappedArray(404, error)",6
special random,en,2009,12,04,08,51196682,83766,"WrappedArray(special, random)","WrappedArray(special, random)",7
wikipedia hauptseite,de,2009,12,04,08,794494504,52134,"WrappedArray(wikipedia, hauptseit)","WrappedArray(wikipedia, hauptseit)",8
"",th,2009,12,04,08,26954522,51078,WrappedArray(),WrappedArray(),9
"",ko,2009,12,04,08,65741358,45501,WrappedArray(),WrappedArray(),10
"",he,2009,12,04,08,41189807,32331,WrappedArray(),WrappedArray(),11
category,ja,2009,12,04,08,2625546,28125,WrappedArray(categori),WrappedArray(categori),12
pagina principale,it,2009,12,04,08,1821078805,27852,"WrappedArray(pagina, principal)","WrappedArray(pagina, principal)",13
"",ar,2009,12,04,08,25703380,27614,WrappedArray(),WrappedArray(),14
spezial search,de,2009,12,04,08,257929541,23692,"WrappedArray(spezial, search)","WrappedArray(spezial, search)",15
export,ja,2009,12,04,08,19348,22337,WrappedArray(export),WrappedArray(export),16
"",bg,2009,12,04,08,20794334,21028,WrappedArray(),WrappedArray(),17
accueil,fr,2009,12,04,08,324756801,20128,WrappedArray(accueil),WrappedArray(accueil),18
hauptseite,de,2009,12,04,08,319517569,19190,WrappedArray(hauptseit),WrappedArray(hauptseit),19
special search,de,2009,12,04,08,119533816,18327,"WrappedArray(special, search)","WrappedArray(special, search)",20
"",uk,2009,12,04,08,20399373,18230,WrappedArray(),WrappedArray(),21
"",fa,2009,12,04,08,10525352,17118,WrappedArray(),WrappedArray(),22
special geolite,meta.m,2009,12,04,08,10911798,13686,"WrappedArray(special, geolit)","WrappedArray(special, geolit)",23
"",bg.d,2009,12,04,08,258319,12627,WrappedArray(),WrappedArray(),24
"",el,2009,12,04,08,10902929,12103,WrappedArray(),WrappedArray(),25
strona g  wna,pl,2009,12,04,08,298563460,11931,"WrappedArray(strona, wna)","WrappedArray(strona, wna)",26
wikipedia portada,es,2009,12,04,08,186866203,9592,"WrappedArray(wikipedia, portada)","WrappedArray(wikipedia, portada)",27
search,ja,2009,12,04,08,36127684,8836,WrappedArray(search),WrappedArray(search),28
spezial zuf llige seite,de,2009,12,04,08,5612344,8217,"WrappedArray(spezial, zuf, llige, seit)","WrappedArray(spezial, zuf, llige, seit)",29
special export,ja,2009,12,04,08,1460606,8086,"WrappedArray(special, export)","WrappedArray(special, export)",30
search,en,2009,12,04,08,9391759,7624,WrappedArray(search),WrappedArray(search),31
special search,ru,2009,12,04,08,38055219,7340,"WrappedArray(special, search)","WrappedArray(special, search)",32
spezial suche,de,2009,12,04,08,24366094,6274,"WrappedArray(spezial, such)",WrappedArray(spezial),33
portal huvudsida,sv,2009,12,04,08,127053249,5670,"WrappedArray(portal, huvudsida)","WrappedArray(portal, huvudsida)",34
hoofdpagina,nl,2009,12,04,08,160882218,5377,WrappedArray(hoofdpagina),WrappedArray(hoofdpagina),35
"",sr,2009,12,04,08,9597103,5286,WrappedArray(),WrappedArray(),36
2,ja,2009,12,04,08,6365651,5192,WrappedArray(),WrappedArray(),37
"",he.s,2009,12,04,08,1039379,4615,WrappedArray(),WrappedArray(),38
"",en.d,2009,12,04,08,1140170,4558,WrappedArray(),WrappedArray(),39
"",en,2009,12,04,08,1737620,4540,WrappedArray(),WrappedArray(),40
search,ru,2009,12,04,08,22206288,4538,WrappedArray(search),WrappedArray(search),41
wikipedia,ja,2009,12,04,08,23142053,4437,WrappedArray(wikipedia),WrappedArray(wikipedia),42
hlavn  strana,cs,2009,12,04,08,113224734,4297,"WrappedArray(hlavn, strana)","WrappedArray(hlavn, strana)",43
one piece,ja,2009,12,04,08,69417520,4239,"WrappedArray(one, piec)",WrappedArray(piec),44
"",ru.d,2009,12,04,08,1549988,4234,WrappedArray(),WrappedArray(),45
frank zappa,de,2009,12,04,08,403429305,4097,"WrappedArray(frank, zappa)","WrappedArray(frank, zappa)",46
script kiddie,en,2009,12,04,08,59836184,4068,"WrappedArray(script, kiddi)","WrappedArray(script, kiddi)",47
special search,fr,2009,12,04,08,33228982,4026,"WrappedArray(special, search)","WrappedArray(special, search)",48
searchform,ja,2009,12,04,08,25496687,3975,WrappedArray(searchform),WrappedArray(searchform),49
tiger woods,en,2009,12,04,08,357985733,3928,"WrappedArray(tiger, wood)","WrappedArray(tiger, wood)",50
"",hi,2009,12,04,08,3435472,3891,WrappedArray(),WrappedArray(),51
whatlinkshere,ru,2009,12,04,08,343689,3867,WrappedArray(whatlinksher),WrappedArray(whatlinksher),52
recentchangeslinked,ru,2009,12,04,08,396601,3818,WrappedArray(recentchangeslink),WrappedArray(recentchangeslink),53
the beatles,en,2009,12,04,08,1450483130,3702,"WrappedArray(the, beatl)",WrappedArray(beatl),54
wikipedia etusivu,fi,2009,12,04,08,47692085,3678,"WrappedArray(wikipedia, etusivu)","WrappedArray(wikipedia, etusivu)",55
hovedside,no,2009,12,04,08,56412062,3423,WrappedArray(hovedsid),WrappedArray(hovedsid),56
wikipedia,zh,2009,12,04,08,54125674,3421,WrappedArray(wikipedia),WrappedArray(wikipedia),57
category,zh,2009,12,04,08,918248,3414,WrappedArray(categori),WrappedArray(categori),58
3,ja,2009,12,04,08,21532709,3271,WrappedArray(),WrappedArray(),59
portal technik,de,2009,12,04,08,25012778,3264,"WrappedArray(portal, technik)","WrappedArray(portal, technik)",60
wiki,en,2009,12,04,08,80949918,3235,WrappedArray(wiki),WrappedArray(wiki),61
blade runner,en,2009,12,04,08,189525979,3036,"WrappedArray(blade, runner)","WrappedArray(blade, runner)",62
special search,es,2009,12,04,08,17242172,2979,"WrappedArray(special, search)","WrappedArray(special, search)",63
lady gaga,en,2009,12,04,08,90544138,2973,"WrappedArray(ladi, gaga)","WrappedArray(ladi, gaga)",64
"",ka,2009,12,04,08,3944776,2935,WrappedArray(),WrappedArray(),65
"",ja.d,2009,12,04,08,2696631,2872,WrappedArray(),WrappedArray(),66
elin nordegren,en,2009,12,04,08,34062485,2818,"WrappedArray(elin, nordegren)","WrappedArray(elin, nordegren)",67
special watchlist,en,2009,12,04,08,80708052,2761,"WrappedArray(special, watchlist)","WrappedArray(special, watchlist)",68
special,zh,2009,12,04,08,1945686,2731,WrappedArray(special),WrappedArray(special),69
glee tv series,en,2009,12,04,08,90680658,2691,"WrappedArray(glee, tv, seri)","WrappedArray(glee, tv, seri)",70
index html,en,2009,12,04,08,49300453,2669,"WrappedArray(index, html)","WrappedArray(index, html)",71
luftangriff auf heilbronn,de,2009,12,04,08,85226407,2661,"WrappedArray(luftangriff, auf, heilbronn)","WrappedArray(luftangriff, auf, heilbronn)",72
"",ta,2009,12,04,08,1546848,2640,WrappedArray(),WrappedArray(),73
"",mk,2009,12,04,08,2404921,2628,WrappedArray(),WrappedArray(),74
http 404,en,2009,12,04,08,56497829,2627,"WrappedArray(http, 404)","WrappedArray(http, 404)",75
"",mr,2009,12,04,08,2601771,2541,WrappedArray(),WrappedArray(),76
speciale ricerca,it,2009,12,04,08,10590268,2363,"WrappedArray(special, ricerca)","WrappedArray(special, ricerca)",77
special search,ja,2009,12,04,08,8340342,2331,"WrappedArray(special, search)","WrappedArray(special, search)",78
special export dieses produkt ist lagernd  on stock f r weitere produktansicht en klicken sie bitte auf das bild  lieferumfang  gba ram expansion erweiterungs pack verschiedene geh useteile farben zum wechseln f r nds und nds lite  verwendbar f r z b m3 ds real  m3i zero kartenaus aktuellem anlass 20 02 2009  wir  bernehmen keinerlei haftung f r den fall das diese karte nicht mit einer anderen als der vom hersteller freigegebenen karte m3 ds real m3i zero funktioniert  aktuelle meinungen 3 dieses produkt haben wir am montag 16 juni 2008 in unseren katalog aufgenommen,fr,2009,12,04,08,0,2237,"WrappedArray(special, export, dies, produkt, ist, lagernd, on, stock, weiter, produktansicht, en, klicken, sie, bitt, auf, da, bild, lieferumfang, gba, ram, expans, erweiterung, pack, verschieden, geh, useteil, farben, zum, wechseln, nd, und, nd, lite, verwendbar, m3, ds, real, m3i, zero, kartenau, aktuellem, anlass, 20, 02, 2009, wir, bernehmen, keinerlei, haftung, den, fall, da, dies, kart, nicht, mit, einer, anderen, al, der, vom, herstel, freigegebenen, kart, m3, ds, real, m3i, zero, funktioniert, aktuel, meinungen, dies, produkt, haben, wir, am, montag, 16, juni, 2008, in, unseren, katalog, aufgenommen)","WrappedArray(special, export, dies, produkt, ist, lagernd, stock, weiter, produktansicht, en, klicken, sie, bitt, auf, da, bild, lieferumfang, gba, ram, expans, erweiterung, pack, verschieden, geh, useteil, farben, zum, wechseln, nd, und, nd, lite, verwendbar, m3, ds, real, m3i, zero, kartenau, aktuellem, anlass, 20, 02, 2009, wir, bernehmen, keinerlei, haftung, den, fall, da, dies, kart, nicht, mit, einer, anderen, al, der, vom, herstel, freigegebenen, kart, m3, ds, real, m3i, zero, funktioniert, aktuel, meinungen, dies, produkt, haben, wir, montag, 16, juni, 2008, unseren, katalog, aufgenommen)",79
"",zh-yue,2009,12,04,08,1752762,2199,WrappedArray(),WrappedArray(),80
"",te,2009,12,04,08,899119,2164,WrappedArray(),WrappedArray(),81
ana sayfa,tr,2009,12,04,08,51925568,2154,"WrappedArray(ana, sayfa)","WrappedArray(ana, sayfa)",82
special search,it,2009,12,04,08,20401476,2055,"WrappedArray(special, search)","WrappedArray(special, search)",83
4,ja,2009,12,04,08,4580038,2039,WrappedArray(),WrappedArray(),84
portal,ja,2009,12,04,08,82678711,1994,WrappedArray(portal),WrappedArray(portal),85
th  tre de l od on,fr,2009,12,04,08,871138,1984,"WrappedArray(th, tre, de, od, on)","WrappedArray(th, tre, od)",86
